Date,Open,High,Low,Close,Adj Close,Volume
2024-09-23,482.95,484.14,481.6,483.04,481.54,24843000
2024-09-20,482.49,483.69,478.3,482.44,480.27,34577700
2024-09-19,482.61,486.23,480.49,483.36,481.19,52782500
2024-09-18,474.7,478.83,470.83,471.44,469.32,39909200
2024-09-17,476.29,477.6,470.97,473.49,471.36,30084400
2024-09-16,473.19,473.86,469.89,473.24,471.11,22585600
2024-09-13,472.48,476.53,472.25,475.34,473.2,29111800
2024-09-12,468.65,474.04,466.85,473.22,471.09,40175500
2024-09-11,459.91,469.37,451.28,468.62,466.51,57843000
2024-09-10,456.24,459.17,452.23,458.66,456.6,29680300
2024-09-09,453.06,455.46,449.82,454.46,452.42,32981200
2024-09-06,460.33,461.22,448.19,448.69,446.67,50624400
2024-09-05,458.97,465.36,457.94,461.04,458.97,34452400
2024-09-04,458.67,464.45,457.73,460.61,458.54,32505100
2024-09-03,473.2,473.33,459.41,461.81,459.73,44985200
2024-08-30,475.04,476.9,470.51,476.27,474.13,33466500
2024-08-29,473.28,477.93,469.37,470.66,468.54,41081500
2024-08-28,476.29,477.02,467.89,471.35,469.23,37372400
2024-08-27,473.69,477.84,471.71,476.76,474.62,27510000
2024-08-26,479.45,480.38,473.24,475.34,473.2,27452600
2024-08-23,479.24,482.74,475.28,480,477.84,36061500
2024-08-22,484.84,485.54,473.81,474.85,472.72,37739600
2024-08-21,481.05,484.37,479.32,482.5,480.33,25658800
2024-08-20,480.35,482.94,478.55,480.26,478.1,29209300
2024-08-19,475.17,481.31,473.37,481.27,479.11,23737700
2024-08-16,472.62,476.41,471.65,475.03,472.89,38383600
2024-08-15,468.76,474.82,468.38,474.42,472.29,38280600
2024-08-14,463.51,465.11,458.4,462.73,460.65,34733700
2024-08-13,455.82,462.85,455.68,462.58,460.5,40084500
2024-08-12,451.39,454.37,448.55,451.38,449.35,27795000
2024-08-09,446.74,452.06,445.61,450.41,448.39,33574000
2024-08-08,441.06,448.99,437.15,448.07,446.06,47890100
2024-08-07,446.49,449,434.37,434.77,432.82,54929200
2024-08-06,437.23,447.07,434.56,439.53,437.55,63164400
2024-08-05,424.71,442.29,423.45,435.37,433.41,87483500
2024-08-02,450.89,453.57,444.47,448.75,446.73,66323200
2024-08-01,471.76,475.55,455.98,459.66,457.59,56653900
2024-07-31,467.87,472.79,466.41,471.07,468.95,44552100
2024-07-30,465.85,466.56,454.15,457.53,455.47,41317200
2024-07-29,465.71,467.91,461.62,463.9,461.81,28218500
2024-07-26,462.65,465.93,459.77,462.97,460.89,39992100
2024-07-25,463.72,467.94,455.63,458.27,456.21,59256800
2024-07-24,473.82,474.19,462.51,463.38,461.3,58818600
2024-07-23,481.41,484.43,480.14,480.62,478.46,23282500
2024-07-22,481.16,483.35,477.71,482.32,480.15,40300000
2024-07-19,479.15,481.69,473.94,475.24,473.1,42042900
2024-07-18,485.53,485.71,476.27,479.49,477.33,49347400
2024-07-17,488.28,488.8,481.7,481.77,479.6,56268800
2024-07-16,497.62,498.44,493.15,496.34,494.11,25950600
2024-07-15,496.61,501.01,494.09,496.15,493.92,31151400
2024-07-12,492.51,499.62,492.04,494.82,492.6,37109400
2024-07-11,503.07,503.28,490.73,491.93,489.72,49966600
2024-07-10,499.71,503.52,498.39,502.96,500.7,28046900
2024-07-09,498.87,500,496.24,497.77,495.53,25614500
2024-07-08,496.53,497.9,495.5,497.34,495.1,22109400
2024-07-05,491.89,496.6,491.59,496.16,493.93,28495900
2024-07-03,486.22,491.17,486.22,491.04,488.83,18064900
2024-07-02,480.41,487.04,480.28,486.98,484.79,26723600
2024-07-01,480.04,482.49,476.26,481.92,479.75,24898300
2024-06-28,482.41,487.2,478.46,479.11,476.96,34881600
2024-06-27,480.12,483.1,479.3,481.61,479.44,26222100
2024-06-26,478.55,480.92,478.13,480.37,478.21,22737100
2024-06-25,476.07,479.68,475.12,479.38,477.22,29250200
2024-06-24,0.76 Dividend,,,,,
2024-06-24,478.18,479.93,473.82,473.96,471.83,37751000
2024-06-21,481.19,482.54,478.67,480.18,477.26,39432900
2024-06-20,486.42,486.84,479.62,481.47,478.54,33918700
2024-06-18,485.01,485.9,483.43,485.21,482.26,24438600
2024-06-17,479.46,486.86,478.14,485.06,482.11,37054500
2024-06-14,476.52,479.26,476.05,479.19,476.28,23372600
2024-06-13,477.72,478.39,474.42,476.72,473.82,25859000
2024-06-12,471.99,476.5,471.29,474.15,471.27,34532600
2024-06-11,463.54,468.14,462.03,468.02,465.18,22053300
2024-06-10,461.82,465.19,461.53,464.83,462.01,20719800
2024-06-07,463,465.74,461.84,462.96,460.15,25829700
2024-06-06,464.22,464.54,462.19,463.37,460.55,21966800
2024-06-05,457.98,463.61,454.41,463.53,460.71,33817400
2024-06-04,452.87,455.58,451.13,454.37,451.61,23767400
2024-06-03,454.57,455.58,447.9,453.13,450.38,32997500
2024-05-31,451.78,452.48,443.06,450.71,447.97,55941300
2024-05-30,455.5,455.64,450.21,451.55,448.81,30714100
2024-05-29,455.48,458.24,455.34,456.44,453.67,29739200
2024-05-28,459.18,459.74,456.69,459.68,456.89,26216800
2024-05-24,455.29,459.23,453.57,457.95,455.17,29651000
2024-05-23,460.55,460.58,451.85,453.66,450.9,40899200
2024-05-22,456.06,456.82,453.08,455.71,452.94,25120000
2024-05-21,453.04,455.99,452.84,455.8,453.03,23167700
2024-05-20,451.98,455.58,451.79,454.91,452.15,24474200
2024-05-17,452.11,452.72,449.54,451.76,449.02,35803700
2024-05-16,452.71,454.69,451.81,451.98,449.23,34780400
2024-05-15,448.43,453.15,446.9,452.9,450.15,41464700
2024-05-14,442.65,446.47,442.46,445.93,443.22,34478300
2024-05-13,443.99,444.09,441.65,443.08,440.39,22994200
2024-05-10,442.54,444.31,440.5,442.06,439.37,27116600
2024-05-09,440.33,441.6,438.46,441.02,438.34,24580100
2024-05-08,437.67,441.48,437.55,440.06,437.39,24896700
2024-05-07,440.7,441.97,439.58,440.32,437.64,30996100
2024-05-06,437.3,440.34,436.52,440.25,437.58,30227200
2024-05-03,434.44,436.48,432.62,435.48,432.83,48515300
2024-05-02,425.3,427.81,420.63,426.9,424.31,36559000
2024-05-01,423.15,430.14,420.66,421.52,418.96,52251700
2024-04-30,431.15,432.56,424.51,424.59,422.01,43665900
2024-04-29,433.13,433.76,429.98,432.75,430.12,30022200
2024-04-26,427.62,432.55,426.92,431,428.38,41874900
2024-04-25,419.24,425.32,418.14,424.45,421.87,57392200
2024-04-24,428.2,429.73,424.2,426.51,423.92,48440300
2024-04-23,420.77,426.28,418.87,425.07,422.49,44384700
2024-04-22,417.31,421.18,413.94,418.82,416.28,47807700
2024-04-19,422.22,422.75,413.07,414.65,412.13,75136600
2024-04-18,426.49,428.24,422.83,423.41,420.84,46549400
2024-04-17,433.1,433.12,424.9,425.84,423.25,56880500
2024-04-16,430.9,433.76,429.7,431.1,428.48,47619000
2024-04-15,442.06,442.15,430.21,431.06,428.44,63453600
2024-04-12,441.1,442.24,436.88,438.27,435.61,53602600
2024-04-11,440.26,446.33,437.96,445.37,442.66,45474600
2024-04-10,437,439.24,436.28,438.37,435.71,61502200
2024-04-09,442.96,443.24,437.44,442.23,439.54,39521600
2024-04-08,441.41,442.5,439.2,440.6,437.92,28144900
2024-04-05,436.78,443.17,435.96,440.47,437.79,54723000
2024-04-04,446.33,446.95,435.11,435.34,432.7,57267700
2024-04-03,438.96,444,438.95,442.1,439.41,39949800
2024-04-02,440.08,441.43,438.03,441.11,438.43,44259700
2024-04-01,444.97,447.53,443.02,444.95,442.25,38729000
2024-03-28,444.78,445.64,443.65,444.01,441.31,36839600
2024-03-27,446.44,446.54,441.93,444.83,442.13,41359200
2024-03-26,446.3,447.23,443.09,443.32,440.63,34142000
2024-03-25,443.55,446.26,442.54,444.76,442.06,27789200
2024-03-22,445.35,447.49,444.49,446.38,443.67,28229300
2024-03-21,448.88,449.34,445.67,445.87,443.16,39345700
2024-03-20,439.78,444.11,438.06,443.77,441.07,43653500
2024-03-19,435.45,438.98,433.33,438.57,435.91,43004100
2024-03-18,0.57 Dividend,,,,,
2024-03-18,438.73,441.04,437.24,437.48,434.82,47323800
2024-03-15,436.07,438.87,432.74,433.92,430.71,73038800
2024-03-14,441.5,442.03,436.39,439.14,435.9,52195200
2024-03-13,442.65,442.67,439.12,440.25,437,37928700
2024-03-12,439.73,444.02,436.46,443.66,440.38,55300900
2024-03-11,437.51,438.66,435.44,437.39,434.16,45860000
2024-03-08,445.81,448.64,438.34,439.02,435.78,71954300
2024-03-07,442.42,446.72,440.86,445.45,442.16,44526700
2024-03-06,440.32,441.99,436.89,438.79,435.55,46234500
2024-03-05,440.94,440.95,433.65,436.05,432.83,57917100
2024-03-04,445.61,446.04,443.77,444.02,440.74,34325700
2024-03-01,439.9,446.58,439.84,445.61,442.32,43809200
2024-02-29,438.23,440.09,435.02,439,435.76,42495200
2024-02-28,435.43,436.67,434.3,435.27,432.05,32938800
2024-02-27,437.67,437.99,435.03,437.6,434.37,33713200
2024-02-26,437.6,438.6,436.36,436.55,433.32,33043200
2024-02-23,439.65,440.59,435.79,436.78,433.55,39853900
2024-02-22,434.49,439.12,433.71,438.07,434.83,53887800
2024-02-21,424.55,425.7,421.63,425.61,422.47,50179700
2024-02-20,428.55,430.08,423.5,427.32,424.16,53999500
2024-02-16,434.89,434.99,429.85,430.57,427.39,53661500
2024-02-15,433.92,434.98,431.33,434.51,431.3,38796100
2024-02-14,431.26,433.65,428.88,433.22,430.02,45092700
2024-02-13,427.28,431.27,425.33,428.55,425.38,64491700
2024-02-12,436.94,439.14,434.65,435.34,432.12,33203300
2024-02-09,433.94,437.85,433.14,437.05,433.82,36943900
2024-02-08,432.11,433.56,431.42,432.79,429.59,29889900
2024-02-07,430.41,432.83,429.09,431.99,428.8,37712700
2024-02-06,429.61,430.22,425.22,427.59,424.43,35846100
2024-02-05,429.07,429.61,425,428.45,425.28,39889200
2024-02-02,423.8,430.24,422.79,429.01,425.84,59582300
2024-02-01,418.79,422.38,417.81,421.88,418.76,51008600
2024-01-31,420.85,422.87,416.79,416.97,413.89,64010600
2024-01-30,427.1,427.68,424.38,425.3,422.16,36739000
2024-01-29,424.27,428.35,423.61,428.15,424.99,38694700
2024-01-26,424.44,426.21,423.15,423.81,420.68,37137000
2024-01-25,428.36,429.04,423.98,426.35,423.2,44367200
2024-01-24,427.44,429.85,425.33,425.83,422.68,46948000
2024-01-23,422.43,423.7,420.57,423.48,420.35,33003800
2024-01-22,423.41,424.73,421.12,421.73,418.61,44880600
2024-01-19,415.22,421.34,414.63,421.18,418.07,70268500
2024-01-18,410.52,413.58,409.16,412.99,409.94,59562500
2024-01-17,406.17,407.59,402.92,407.21,404.2,54386000
2024-01-16,408.31,411.12,406.83,409.52,406.49,43903000
2024-01-12,410.4,411.25,408.15,409.56,406.53,39581400
2024-01-11,409.79,411.2,404.24,409.35,406.33,54536200
2024-01-10,406.07,409.52,405.17,408.5,405.48,33962800
2024-01-09,401.91,406.69,401.71,405.75,402.75,39132900
2024-01-08,397.99,405.24,397.84,404.95,401.96,42473800
2024-01-05,396.45,399.56,395.34,396.75,393.82,44867900
2024-01-04,396.44,399.59,396.06,396.28,393.35,39432800
2024-01-03,399.93,401,397.89,398.33,395.39,47002800
2024-01-02,405.84,406.09,400.24,402.59,399.62,58026900
2023-12-29,411.28,411.64,407.58,409.52,406.49,42633400
2023-12-28,412.67,412.92,410.94,411.3,408.26,27029200
2023-12-27,0.22 Dividend,,,,,
2023-12-27,410.95,411.79,410.08,411.5,408.46,31980500
2023-12-26,409.25,411.56,409.15,410.88,407.63,22722500
2023-12-22,409,409.97,406.48,408.38,405.15,34292400
2023-12-21,407.06,408.14,404.47,407.77,404.54,45568900
2023-12-20,408.35,410.47,402.9,403.08,399.89,54042400
2023-12-19,407.54,409.28,407.35,409.16,405.92,35711900
2023-12-18,0.81 Dividend,,,,,
2023-12-18,404.93,407.99,404.6,407.08,403.86,46610000
2023-12-15,404.18,406.54,403.57,405.34,401.33,62598000
2023-12-14,404.98,406.3,400.34,403.39,399.4,55447800
2023-12-13,399.62,404.36,398.84,403.74,399.75,55408100
2023-12-12,395.56,398.79,394.41,398.67,394.73,39221200
2023-12-11,391.74,395.79,391.53,395.52,391.61,41198000
2023-12-08,388.67,392.62,388.48,392.17,388.29,46623600
2023-12-07,388.07,391.27,386.96,390.43,386.57,49593500
2023-12-06,390.27,390.37,384.7,385.05,381.24,41994100
2023-12-05,384.39,388.5,384.21,387.29,383.46,42933000
2023-12-04,386.09,386.6,382.66,386.32,382.5,51186900
2023-12-01,387.75,390.54,386.07,389.94,386.08,40440500
2023-11-30,390.08,390.55,385.82,388.83,384.99,52834400
2023-11-29,392.69,394.14,389.46,389.81,385.96,38811700
2023-11-28,388.41,390.78,388.05,390.19,386.33,35491100
2023-11-27,389.01,391.15,388.28,389.17,385.32,34139700
2023-11-24,389.65,390.25,388.5,389.51,385.66,15718800
2023-11-22,390.57,393.07,389.04,390.06,386.2,44121000
2023-11-21,389.01,389.23,386.7,388.47,384.63,43337000
2023-11-20,386.05,391.41,386.05,390.74,386.88,44429600
2023-11-17,385.21,387.07,384.29,386.04,382.22,46571900
2023-11-16,384.84,386.19,383.56,385.95,382.13,45343500
2023-11-15,387.25,387.75,384.24,385.62,381.81,54141400
2023-11-14,383.71,386.26,383.18,385.33,381.52,67792600
2023-11-13,376.79,378.28,375.24,377.21,373.48,40733500
2023-11-10,371.82,378.54,371.28,378.39,374.65,58309800
2023-11-09,373.64,374.8,369.57,370.07,366.41,53859400
2023-11-08,373.08,373.79,370.62,372.94,369.25,35663400
2023-11-07,370.27,373.58,369.05,372.7,369.02,50777400
2023-11-06,368.49,369.78,366.91,369.21,365.56,38848700
2023-11-03,364.75,369.02,364.52,367.71,364.07,53239100
2023-11-02,361.54,363.68,360.3,363.44,359.85,58162400
2023-11-01,351.72,357.53,351.62,356.96,353.43,58992700
2023-10-31,349.23,351.25,346.62,350.87,347.4,47671900
2023-10-30,347.83,350.54,346.45,349.2,345.75,55298500
2023-10-27,346.43,348.84,344.08,345.31,341.9,63476700
2023-10-26,349.12,350.07,342.35,343.66,340.26,78621400
2023-10-25,356.7,356.88,349.75,350.34,346.88,71190500
2023-10-24,357.51,359.91,355.79,359.13,355.58,47082100
2023-10-23,353.26,359.26,351.12,355.67,352.15,60665200
2023-10-20,359.46,360.04,354.37,354.6,351.09,72369800
2023-10-19,364.81,366.02,359.16,359.97,356.41,72274200
2023-10-18,365.67,367.91,362.02,363.37,359.78,54280500
2023-10-17,365.81,369.92,363.66,368.2,364.56,50999100
2023-10-16,366.62,370.48,366.47,369.41,365.76,44201100
2023-10-13,370.57,371.16,363.86,365.28,361.67,52469900
2023-10-12,371.73,373.74,367.5,369.93,366.27,49587900
2023-10-11,369.94,371.41,368.19,371.22,367.55,38215100
2023-10-10,366.9,371.28,366.39,368.59,364.95,46968800
2023-10-09,362.3,367.11,360.78,366.56,362.94,45304800
2023-10-06,355.65,365.91,354.85,364.7,361.09,74959200
2023-10-05,359.74,360.15,355.14,358.69,355.14,45897400
2023-10-04,355.77,360.61,355.3,359.75,356.19,54786700
2023-10-03,358.78,361.01,353.28,354.92,351.41,60478500
2023-10-02,358.54,362.68,357.92,361.26,357.69,51625100
2023-09-29,361.54,362.95,357.02,358.27,354.73,64754300
2023-09-28,354.11,360.17,353.24,358.01,354.47,56453300
2023-09-27,355.38,356.98,351.36,355.04,351.53,56066000
2023-09-26,356.99,357.54,353.21,354.21,350.71,53657700
2023-09-25,356.93,359.7,355.93,359.61,356.05,39168000
2023-09-22,359.63,361.8,357.59,357.91,354.37,51589700
2023-09-21,360.8,361.6,357.69,357.86,354.32,69584700
2023-09-20,370.95,371.31,364.46,364.54,360.94,45514200
2023-09-19,369.32,370.68,366.8,369.87,366.21,37621700
2023-09-18,0.54 Dividend,,,,,
2023-09-18,369.32,371.79,369.03,370.66,367,36903500
2023-09-15,375.91,376.32,369.86,370.81,366.61,69757700
2023-09-14,375.99,378.27,373.89,377.27,373,48039400
2023-09-13,373.03,375.84,371.88,374.21,369.97,46300700
2023-09-12,375.27,376.95,372.5,372.79,368.57,41391000
2023-09-11,375.66,377.49,373.66,376.97,372.7,39936600
2023-09-08,372.01,374.85,371.6,372.58,368.36,35800100
2023-09-07,370.21,372.85,369.15,372.06,367.85,52060700
2023-09-06,377.28,377.63,372.7,374.74,370.5,42998700
2023-09-05,376.77,379.31,375.83,378.07,373.79,32344200
2023-09-01,380.4,380.83,376.08,377.59,373.32,39772400
2023-08-31,376.94,379.72,376.87,377.99,373.71,35730700
2023-08-30,374.88,377.45,373.86,376.86,372.59,41731500
2023-08-29,366.56,375.13,366.23,374.77,370.53,58492400
2023-08-28,366.99,367.71,364.25,366.76,362.61,40910000
2023-08-25,362.07,365.74,358.58,364.02,359.9,69960500
2023-08-24,372.64,372.74,361.01,361.22,357.13,66842500
2023-08-23,364.58,370.22,364.36,369.11,364.93,51770600
2023-08-22,366.55,366.56,362.68,363.38,359.27,44613500
2023-08-21,359.62,364.59,359.15,363.9,359.78,50696500
2023-08-18,355.26,359.41,354.71,358.13,354.08,61119500
2023-08-17,363.96,364.31,358.16,358.58,354.52,62604300
2023-08-16,365.87,367.43,362.44,362.54,358.44,53190500
2023-08-15,369.36,370.17,365.74,366.42,362.27,45539900
2023-08-14,365.43,370.47,364.7,370.35,366.16,42130800
2023-08-11,365.99,368,364.69,366.24,362.09,48683800
2023-08-10,370.97,374.36,367.04,368.59,364.42,72035300
2023-08-09,372.29,372.45,367.14,367.91,363.75,51150900
2023-08-08,372.64,372.66,368.82,372,367.79,44726500
2023-08-07,373.88,375.29,371.51,375.19,370.94,37230400
2023-08-04,375.75,378.1,371.53,372.04,367.83,61646200
2023-08-03,371.94,375.95,371.77,373.79,369.56,47666400
2023-08-02,379.26,379.26,373.13,374.39,370.15,72687100
2023-08-01,382.31,383.56,380.69,382.79,378.46,41060600
2023-07-31,383.79,384.88,382.34,383.68,379.34,44019900
2023-07-28,380.74,384.52,380.22,383.48,379.14,56902900
2023-07-27,383.07,384.71,375.31,376.62,372.36,63940200
2023-07-26,377.72,379.24,375.18,377.52,373.25,47075700
2023-07-25,376.95,380.47,376.93,378.78,374.49,38894400
2023-07-24,376.62,377.58,374.34,376.23,371.97,40380100
2023-07-21,379.18,379.92,375.19,375.63,371.38,60439400
2023-07-20,382.61,384.1,375.72,376.76,372.5,71941700
2023-07-19,386.82,387.98,384.3,385.65,381.29,54093000
2023-07-18,381.96,387.13,380,385.74,381.37,55343400
2023-07-17,379.8,383.5,379.31,382.61,378.28,40868900
2023-07-14,379.59,382.86,378.18,379.07,374.78,55097800
2023-07-13,376.05,379.99,375.46,379.15,374.86,46960000
2023-07-12,372.34,374.19,370.3,372.82,368.6,61975400
2023-07-11,366.79,368.63,364.62,368.17,364,38214100
2023-07-10,365.96,367.05,363.41,366.36,362.21,48498800
2023-07-07,367.23,370.48,366.01,366.24,362.09,47083200
2023-07-06,366.51,367.91,364.52,367.46,363.3,49374700
2023-07-05,368.7,372.01,368.66,370.28,366.09,34460900
2023-07-03,370.07,370.93,368.97,370.29,366.1,19432900
2023-06-30,367.55,370.49,367.23,369.42,365.24,58668800
2023-06-29,364.24,364.89,362.14,363.81,359.69,46151000
2023-06-28,361.98,366.52,361.9,364.54,360.41,46498000
2023-06-27,359.25,364.57,358.51,363.83,359.71,49428100
2023-06-26,362,364.84,357.59,357.68,353.63,52685500
2023-06-23,362.21,364.88,360.82,362.54,358.44,48873900
2023-06-22,360.63,366.33,360.22,366.17,362.03,47603000
2023-06-21,365.74,366.18,360.96,361.9,357.8,53378300
2023-06-20,0.50 Dividend,,,,,
2023-06-20,365.95,368.32,363.89,366.9,362.75,49204700
2023-06-16,372.72,372.85,367.48,367.93,363.27,80875900
2023-06-15,364.61,371.77,363.98,370.26,365.57,71138800
2023-06-14,363.27,366.19,360.42,365.9,361.26,69525600
2023-06-13,363.29,364.11,360.03,363.26,358.66,57097800
2023-06-12,356.19,360.59,355.2,360.49,355.92,44606500
2023-06-09,354.63,357.66,353.03,354.5,350.01,53155900
2023-06-08,349.12,353.62,348.89,353.15,348.67,47153900
2023-06-07,355.13,357.12,348.18,348.82,344.4,69225900
2023-06-06,354.28,355.82,352.93,354.84,350.34,41390400
2023-06-05,354.43,357.5,353.85,354.9,350.4,47266200
2023-06-02,353.8,355.83,352.01,354.65,350.16,53293500
2023-06-01,347.73,353.36,346.66,352.01,347.55,50488600
2023-05-31,348.37,350.6,346.51,347.99,343.58,65105400
2023-05-30,352.71,353.93,348.53,349.98,345.54,72652200
2023-05-26,340.76,349.25,340.66,348.4,343.98,63007000
2023-05-25,339.14,341.01,336.67,339.72,335.41,66862800
2023-05-24,331.37,332.91,329.56,331.65,327.45,62891200
2023-05-23,335.89,337.06,333,333.36,329.14,48216700
2023-05-22,336.25,338.67,336.24,337.64,333.36,43015900
2023-05-19,337.49,338.21,335.43,336.51,332.25,61462400
