Date,Open,High,Low,Close,Adj Close,Volume,SMA_20,SMA_50,daily_return,RSI_14,MACD,Signal_Line,target,momentum_5d,return_3d,volume_change,outlier_return,Adj Close_norm,Volume_norm,SMA_20_was_imputed,SMA_50_was_imputed,daily_return_was_imputed,RSI_14_was_imputed,MACD_was_imputed,Signal_Line_was_imputed,momentum_5d_was_imputed,return_3d_was_imputed,volume_change_was_imputed,outlier_return_was_imputed,Adj Close_norm_was_imputed,Volume_norm_was_imputed,day,weekday,month,year,SMA_10,MACD_diff,Bollinger_Middle,Bollinger_High,Bollinger_Low,Price_Change,Volatility_10d,Volume_Change,Unusual_Volume,momentum_3d,momentum_7d,momentum_10d,rolling_mean_3d,rolling_mean_5d,rolling_std_3d,rolling_std_5d,return_1d,rolling_return_3d,rolling_return_5d
2015-03-16,105.73,106.74,105.62,106.7,98.6,25674100.0,99.4345,104.5898,0.0129443188822682,51.84289891426463,0.300730831907444,0.7410213129762162,1,-1.019999999999996,0.0151353491443567,-0.3890188500539014,0,0.0193623136739377,0.0970468120862288,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,2015,106.976,-0.4769875532586523,107.607,110.11261848652177,105.10138151347823,0.012910575280045578,1.4323965931263076,-0.38901885005390147,0,1.5900000000000034,-1.9399999999999977,-2.6799999999999926,105.94666666666667,105.734,0.691761037738346,0.6087528234021606,0.012910575280045578,0.015127009799257962,-0.009468993687337557
2015-03-17,106.41,107.04,106.16,106.87,98.75,19603800.0,99.428,104.6684,0.0015212981744423,52.712249235601256,0.2884521099352639,0.6505074723680258,1,1.1500000000000057,0.0100675399369397,-0.2364367202745179,0,0.019696530825962,0.0653657365486035,0,0,0,0,0,0,0,0,0,0,0,0,17,1,3,2015,106.776,-0.39186149430904593,107.6,110.11302208506007,105.08697791493992,0.0015932521087160811,1.268850748599721,-0.2364367202745179,0,1.0700000000000074,-0.539999999999992,-2.0,106.30333333333333,105.96400000000001,0.8385900865934427,0.7918522589473941,0.0015932521087160811,0.010113421550094648,0.010877790389708819
2015-03-18,106.58,108.41,106.03,107.92,99.73,40622200.0,99.4635,104.7982,0.0099240506329114,57.78169350150408,0.3537214632626444,0.5911502705469496,1,2.8100000000000023,0.024389667689622,1.0721594792846283,0,0.0218800828858537,0.1750613888359737,0,0,0,0,0,0,0,0,0,0,0,0,18,2,3,2015,106.723,-0.2573711695034534,107.638,110.14623922304067,105.12976077695934,0.0098250210536166,1.200380032415598,1.0721594792846285,1,2.5799999999999983,0.20000000000000284,-0.5300000000000011,107.16333333333334,106.526,0.6607823645745325,1.0031849281164729,0.0098250210536166,0.024492120751851143,0.026733897821330066
2015-03-19,108.03,108.38,107.87,108.08,99.87,31314000.0,99.4815,104.9584,0.0014037902336307,58.51157773433959,0.4119954983395075,0.5553193161054611,1,2.280000000000001,0.0128491390409846,-0.2291407161601292,0,0.0221920188944096,0.1264816172729004,0,0,0,0,0,0,0,0,0,0,0,0,19,3,3,2015,106.667,-0.15520160410670447,107.6575,110.17310628875022,105.14189371124978,0.00148257968865817,1.1107259888118541,-0.2291407161601292,0,1.3799999999999955,2.3599999999999994,-0.5600000000000023,107.62333333333333,106.982,0.6572924260423697,1.1038206376037811,0.00148257968865817,0.012933458294283051,0.02155009451795853
2015-03-20,108.72,109.07,108.51,108.53,100.52,31761400.0,99.4985,105.1018,0.0065084609992989,60.57596630218928,0.5048085400853211,0.5452171609014331,0,3.1899999999999977,0.0178363018658411,0.0142875391198824,0,0.023640293219848,0.128816611127493,0,0,0,0,0,0,0,0,0,0,0,0,20,4,3,2015,106.779,-0.059785103638612,107.6635,110.18681745921904,105.14018254078096,0.004163582531458099,1.2426088148192593,0.014287539119882453,0,1.6599999999999966,3.4200000000000017,1.1200000000000045,108.17666666666666,107.62,0.31628046625206235,0.796649232724147,0.004163582531458099,0.015532890427622403,0.030282893487753926
2015-06-02,110.01,110.61,109.47,110.07,101.95,19449600.0,101.228,108.19699999999999,-0.0031289723281509,54.47810986556466,0.5785435669527459,0.5736476547551606,1,0.8699999999999903,-0.0057422478331591,-0.2084069319745056,0,0.0268264967358125,0.0645609621803018,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,2015,110.24100000000001,0.007240401286582765,109.29400000000001,111.79138583322664,106.79661416677338,-0.0031697156312262553,0.4977382176738346,-0.20840693197450566,0,-0.6400000000000006,-0.5100000000000051,0.009999999999990905,110.18,110.44200000000001,0.20808652046517512,0.3977059215050145,-0.0031697156312262553,-0.005780868936862027,0.007967032967032939
2015-06-03,110.57,110.81,110.13,110.4,102.25,20507200.0,101.3645,108.2386,0.0029426189308483,56.20484007654773,0.5663463264037034,0.5721873890848691,0,-0.5599999999999881,0.0031492690887171,0.0543764396182955,0,0.0274949310398609,0.0700806079125708,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,2015,110.28699999999999,-0.004226348563325155,109.44149999999999,111.83200015687119,107.05099984312879,0.0029980921231944624,0.48799020937334214,0.054376439618295525,0,0.3500000000000085,-0.06999999999999318,0.46000000000000796,110.29666666666667,110.33,0.19655363983564175,0.27540878707868727,0.0029980921231944624,0.003180372557928246,-0.005046863734679108
2015-06-04,109.78,110.48,109.21,109.56,101.47,31374600.0,101.4965,108.2712,-0.0076283618581907,50.91105475457673,0.4881137723963036,0.555372665747156,0,-1.1499999999999915,-0.0078147152554932,0.5299309510805961,0,0.0257570018493349,0.1267978904682252,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,2015,110.242,-0.07036981657417152,109.58399999999999,111.61964633470582,107.54835366529416,-0.007608695652173925,0.5348686235368791,0.5299309510805961,1,-0.8599999999999994,0.35999999999999943,-0.45000000000000284,110.00999999999999,110.1,0.42320207938915644,0.34907019351436047,-0.007608695652173925,-0.007788444122441618,-0.010387498870923939
2015-06-05,109.43,109.69,108.63,109.3,101.23,22641700.0,101.5865,108.348,-0.0023652311027889,49.361317417242624,0.4021126115939495,0.5247206549165148,0,-0.75,-0.0070509740301313,-0.2783429908269746,0,0.0252222544060961,0.0812206266488871,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,2015,110.11399999999999,-0.1301416103136377,109.68149999999999,111.44893062098666,107.91406937901331,-0.0023731288791529748,0.5947959500719617,-0.27834299082697467,0,-0.769999999999996,-1.6599999999999966,-1.2800000000000011,109.75333333333333,109.95,0.5749202843287493,0.503090449124364,-0.0023731288791529748,-0.0069955482874534125,-0.0068150840527033685
2015-06-08,109.25,109.33,107.97,108.19,100.2,24549200.0,101.563,108.40979999999999,-0.0101748493529586,43.30120968019784,0.2479850626850606,0.4693735364702239,0,-2.230000000000004,-0.0201684423139383,0.0842472075860027,0,0.022927296628863,0.091175925660142,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,2015,109.886,-0.23673482105380816,109.65649999999998,111.49215002111002,107.82084997888994,-0.010155535224153689,0.8326156909935494,0.08424720758600279,0,-2.210000000000008,-2.519999999999996,-2.280000000000001,109.01666666666667,109.50399999999999,0.7276216965791067,0.8506644461831954,-0.010155535224153689,-0.02001811594202907,-0.0201956167360986
