Date,Open,High,Low,Close,Adj Close,Volume,SMA_20,SMA_50,daily_return,RSI_14,MACD,Signal_Line,target,momentum_5d,return_3d,volume_change,outlier_return,Adj Close_norm,Volume_norm,SMA_20_was_imputed,SMA_50_was_imputed,daily_return_was_imputed,RSI_14_was_imputed,MACD_was_imputed,Signal_Line_was_imputed,momentum_5d_was_imputed,return_3d_was_imputed,volume_change_was_imputed,outlier_return_was_imputed,Adj Close_norm_was_imputed,Volume_norm_was_imputed
2015-03-18,207.39,211.27,206.62,210.46,176.29,228808500.0,175.3585,172.7424,0.012055801136689803,56.71387928607479,0.17717625745100918,0.35756616638481936,0,4.989999999999981,0.02241973379663409,1.4209875315309213,0,0.04389128331427561,0.42823307102654085,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-19,209.96,210.47,209.03,209.5,175.48,117917300.0,175.33800000000002,172.90439999999998,-0.004594701911622923,53.83188702454628,0.24490077044248437,0.3350330871963524,1,2.009999999999991,0.004484738398554344,-0.4846463308836866,0,0.0421101240214618,0.20051838464576058,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-20,209.71,211.02,209.49,210.41,177.03,177715100.0,175.3425,173.0558,0.008832915431958188,58.20835983275172,0.41881711799487675,0.3517898933560573,0,4.6200000000000045,0.01629401465702507,0.5071164282085834,0,0.045518515260796866,0.3233129551189868,0,0,0,0,0,0,0,0,0,0,0,0
2015-03-20,0.93 Dividend,,,,,,175.073,176.6218,0.0,58.20835983275172,0.41881711799487675,0.3651953382838212,0,0.0,0.0042382135203352655,0.0,0,0.04477086815023307,0.10578484326585613,1,1,0,0,0,0,1,0,0,0,1,1
2015-03-23,210.42,211.11,210.0,210.0,176.69,71784500.0,175.073,176.6218,-0.0019205784330339482,58.208359832751725,0.5507158392166787,0.40229943847039273,0,2.5,0.00691233699892424,-0.596069776850701,0,0.04477086815023307,0.10578484326585613,1,1,0,0,0,0,0,0,0,0,0,0
2015-03-24,209.85,210.4,208.74,208.82,175.7,77805300.0,175.073,176.6218,-0.005603033561605075,54.11607418575549,0.5423890313678328,0.4303173570498808,0,-0.5900000000000034,-0.007523611994639023,0.08387325954767388,0,0.04259389568123839,0.11814853473787015,1,1,0,0,0,0,0,0,0,0,0,0
2015-03-25,209.07,209.35,205.71,205.76,173.12,159521700.0,175.073,176.6218,-0.014684120660216182,45.19803584256974,0.3238721416700798,0.40902831397392064,0,-2.359999999999985,-0.022207732654855206,1.0502677838142134,0,0.03692057348931305,0.28595287266699704,1,1,0,0,0,0,0,0,0,0,0,0
2015-03-26,204.96,206.37,204.12,205.27,172.71,153067200.0,175.073,176.6218,-0.0023682994454713446,43.958289957925736,0.1162720469875751,0.3504770605766515,1,-4.319999999999993,-0.022655453667292602,-0.04046157983521992,0,0.0360189990324567,0.27269857978131495,1,1,0,0,0,0,0,0,0,0,0,0
2015-03-27,205.13,205.95,204.9,205.74,173.1,118939000.0,175.073,176.6218,0.002258120548896958,45.48992511112567,-0.0165915263048646,0.2770633432003483,1,0.0,-0.014794299556790569,-0.2229622022222919,0,0.03687659424751516,0.20261644197650677,1,1,0,0,0,0,1,0,0,0,0,0
2015-03-30,206.98,208.61,206.96,208.25,175.22,96180400.0,175.073,176.6218,0.012247255921432831,53.0082561748234,0.04861896785413933,0.23137446813110651,0,-1.4699999999999989,0.012137077024858445,-0.1913468248429867,0,0.0415383938780895,0.15588173749620873,1,1,0,0,0,0,0,0,0,0,0,0
2015-03-31,207.26,208.1,206.36,206.43,173.68,126768700.0,175.073,176.6218,-0.008788951032987047,47.845782265600256,-0.02369325430456115,0.180360923643973,0,-2.019999999999982,0.0057164254373427426,0.3180304926991362,0,0.03815199225965343,0.21869470319070228,1,1,0,0,0,0,0,0,0,0,0,0
2015-04-01,206.39,206.42,204.51,205.7,173.07,137303600.0,175.073,176.6218,-0.003512206356517833,45.9373612320711,-0.12873908928011701,0.11854092105915501,1,-0.05000000000001137,-5.390146807204843e-05,0.08310332124570174,0,0.03681062538481833,0.2403280830220404,1,1,0,0,0,0,0,0,0,0,0,0
2015-04-02,205.62,206.98,205.4,206.44,173.69,86900900.0,175.073,176.6218,0.003582365516842989,48.19895996478028,-0.1601141555512129,0.06280990573708144,1,0.9799999999999898,-0.00871879187266189,-0.36708942809948175,0,0.03817398188055238,0.13682631711776166,1,1,0,0,0,0,0,0,0,0,0,0
2015-04-06,205.37,208.45,205.21,207.83,174.86,114368200.0,175.073,176.6218,0.0067361390983937675,52.257779848570934,-0.0895377641049322,0.03234037176867871,0,1.7600000000000193,0.006806298258718924,0.31607612809533614,0,0.04074676752572787,0.19323032036803586,1,1,0,0,0,0,0,0,0,0,0,0
2015-04-07,207.86,208.76,207.24,207.28,174.4,81236300.0,175.073,176.6218,-0.002630675969346963,50.57976888593622,-0.0699176538366828,0.01188876664760641,1,-0.8199999999999932,0.007687828645889794,-0.2896950376066074,0,0.039735244964376804,0.12519408108395041,1,1,0,0,0,0,0,0,0,0,0,0
2015-04-08,207.55,208.51,207.08,207.98,174.99,89351900.0,175.073,176.6218,0.003383027522935844,52.67861292524291,-0.00668346312693302,0.008174320692698524,1,1.3100000000000023,0.007488490651982649,0.09990115256357068,0,0.04103263259741402,0.1418594369353783,1,1,0,0,0,0,0,0,0,0,0,0
2015-04-09,207.78,209.18,207.19,208.9,175.76,85548900.0,175.073,176.6218,0.00440025144293954,55.34410613240207,0.10435966022828325,0.02741138859981547,1,2.6899999999999977,0.0051526029965284215,-0.04256204960386967,0,0.04272583340663205,0.1340499899070649,1,1,0,0,0,0,0,0,0,0,0,0
2015-04-10,209.2,210.09,208.96,210.04,176.72,72722900.0,175.073,176.6218,0.005461993627674078,58.4839048239603,0.26675117100256784,0.07527934508036595,0,3.030000000000001,0.013245272593549462,-0.149925948784847,0,0.0448368370129299,0.1077118443416829,1,1,0,0,0,0,0,0,0,0,0,0
2015-04-13,209.87,210.63,209.03,209.09,175.92,74436600.0,175.073,176.6218,-0.004526935264825727,55.01263102382069,0.3271234239339833,0.12564816085108943,1,1.0599999999999739,0.005335309805787891,0.023564791833109,0,0.04307766734101498,0.11123092122109934,1,1,0,0,0,0,0,0,0,0,0,0
2015-04-14,208.85,209.71,208.1,209.49,176.26,75099900.0,175.073,176.6218,0.001932696680309265,56.202436792502034,0.397818226955053,0.18008217407188215,1,1.8599999999999852,0.002867755043157616,0.008910938973569538,0,0.043825314451578834,0.112593005421436,1,1,0,0,0,0,0,0,0,0,0,0
2015-04-15,210.05,211.04,209.95,210.43,177.05,99529300.0,175.073,176.6218,0.004482015204811285,58.920992725556836,0.5116922951116578,0.2464041982798373,0,2.0600000000000023,0.0018877766202948232,0.32529204433028536,0,0.04556249450259475,0.16275869178311875,1,1,0,0,0,0,0,0,0,0,0,0
2015-04-16,210.03,210.98,209.79,210.37,177.0,68934900.0,175.073,176.6218,-0.00028240609997187693,58.67276375445992,0.5910900146632798,0.3153413615565258,0,1.240000000000009,0.006132305785148673,-0.3073908889141188,0,0.04545254639810009,0.09993319976023377,1,1,0,0,0,0,0,0,0,0,0,0
2015-04-17,208.94,209.23,207.01,207.95,174.96,191113200.0,175.073,176.6218,-0.011525423728813489,49.508331797707925,0.4838250939169484,0.34903810802861035,1,-1.759999999999991,-0.007325814623974081,1.7723721946358086,0,0.04096666373471719,0.35082590600777086,1,1,0,0,0,0,0,0,0,0,0,0
2015-04-20,209.06,210.25,208.96,209.85,176.56,92189500.0,175.073,176.6218,0.009144947416552363,55.393293756602425,0.5219072774471272,0.38361194191231374,0,0.6400000000000148,-0.002662882412233003,-0.5176183539389221,0,0.044485003078546914,0.1476864384835093,0,1,0,0,0,0,0,0,0,0,0,0
2015-04-21,210.67,210.86,209.24,209.6,176.35,72559800.0,175.05599999999998,176.6218,-0.001189397371998191,54.495516277223864,0.5290439479913402,0.4126983431281191,1,0.09000000000000341,-0.003569873684259317,-0.2129277195342203,0,0.04402322103966927,0.10737691906944577,0,1,0,0,0,0,0,0,0,0,0,0
2015-04-22,210.01,210.85,208.9,210.63,177.22,78264600.0,175.132,176.6218,0.004933371136943698,57.564044644162976,0.5980080750787806,0.4497602895182514,1,0.1699999999999875,0.01288892118149787,0.07862204691854169,0,0.04593631805787668,0.11909170566085314,0,1,0,0,0,0,0,0,0,0,0,0
2015-04-23,210.15,211.94,210.01,211.16,177.66,102585900.0,175.35899999999998,176.6218,0.0024827897528496568,59.06740581206354,0.680324606841566,0.4958731529829144,1,0.6599999999999966,0.006226763517795164,0.31075735389946413,0,0.0469038613774298,0.1690354090554676,0,1,0,0,0,0,0,0,0,0,0,0
2015-04-24,211.66,211.97,211.11,211.65,178.08,61327400.0,175.6275,176.6218,0.0023640661938535423,60.50569149012709,0.7705689025891331,0.5508123029041582,0,3.1200000000000045,0.009780227083646897,-0.4021849006539885,0,0.047827425455185146,0.08431122545892053,0,1,0,0,0,0,0,0,0,0,0,0
2015-04-27,212.33,212.48,210.54,210.77,177.34,79358100.0,175.8395,176.6218,-0.004155435759209403,56.72380610683443,0.7734603718774906,0.5953419166988247,1,0.7800000000000011,0.0006914201874937964,0.29400724635317976,0,0.04620019350866389,0.12133720403725617,0,1,0,0,0,0,0,0,0,0,0,0
2015-04-28,210.74,211.5,209.33,211.44,177.9,86863500.0,175.9735,176.6218,0.0031577760234577923,58.82141512924025,0.8115837695036703,0.6385902872597939,0,1.5500000000000114,0.001366406458101932,0.09457635704483858,0,0.047431612279004276,0.13674951635024682,0,1,0,0,0,0,0,0,0,0,0,0
2015-04-29,210.37,211.29,209.6,210.57,177.17,125684900.0,176.148,176.6218,-0.004103428892636374,55.073920700701045,0.7739700922078896,0.6656662482494131,0,-0.05000000000001137,-0.005101088628387984,0.44692419715991183,0,0.04582636995338196,0.2164691237299381,0,1,0,0,0,0,0,0,0,0,0,0
2015-04-30,209.88,210.35,207.62,208.46,175.39,161304900.0,176.264,176.6218,-0.010046847660439173,47.18073913236176,0.5936862129339033,0.6512702411863112,1,-2.2700000000000102,-0.010992500529617755,0.2834071555135105,0,0.041912217433371424,0.28961466755021775,0,1,0,0,0,0,0,0,0,0,0,0
